Serial No. Of Polling Station,All India Anna Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,Naam Tamilar Katchi,Bahujan Samaj Party,Naam Indiar Party,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Thamizh Perarasu Katchi,Tamilaga Vettri Kazhagam,Puthiya Makkal Tamil Desam Katchi,Independent,Independent.1,Independent.2,Independent.3,Independent.4,Independent.5,Independent.6,Independent.7,Independent.8,Independent.9,Independent.10,Independent.11,Total of Valid Votes,No. Of Rejected Votes,NOTA,Total,No. Of Tendered Votes,Locality,Building in Which it will be Located,Polling Area,Whether for all Voters or men olny or women only,Total_Valid_Votes_Clean,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Runner_Up_Party,Dravida Munnetra Kazhagam_Rank,All India Anna Dravida Munnetra Kazhagam_Rank,Naam Tamilar Katchi_Rank,Tamilaga Vettri Kazhagam_Rank,Bahujan Samaj Party_Rank,Naam Indiar Party_Rank,All India Puratchi Thalaivar Makkal Munnettra Kazhagam_Rank,Thamizh Perarasu Katchi_Rank,Puthiya Makkal Tamil Desam Katchi_Rank,Independent_Rank,Independent.1_Rank,Independent.2_Rank,Independent.3_Rank,Independent.4_Rank,Independent.5_Rank,Independent.6_Rank,Independent.7_Rank,Independent.8_Rank,Independent.9_Rank,Independent.10_Rank,Independent.11_Rank,Margin_Percentage,Total_Independent_Votes,Core_Total_Votes,Dravida Munnetra Kazhagam_Share,All India Anna Dravida Munnetra Kazhagam_Share,Naam Tamilar Katchi_Share,Tamilaga Vettri Kazhagam_Share,Cluster_ID
277,110,204,63,2,0,0,1,318,1,23,0,0,0,2,1,2,0,0,0,1,0,728,0,3,731,0,"Shunmuga
Sigamani  Nagar Kovilpatti","Inter  christian  Mission  Middle  School,  South building,  2nd  room  from  west,  Shunmuga
Sigamani  nagar  Kovilpatti","1.Pandavarmangalam  (R.V)  And  (P)  Shanmugasigamani  nagar  block  5  ,
2.Pandavar  Mangalam  (R.V)  And  (P)  Shunmugasigamani  Nagar  6Th  Street Block  5  ,  3.Pandavar  Mangalam(P)  Shunmugasigamani  Nagar  Six  Th
Street  West  Block  5  ,  ,  999.OVERSEAS  ELECTORS",All  Voters,728,Tamilaga Vettri Kazhagam,318,204,114,Dravida Munnetra Kazhagam,2,3,4,1,6,13,13,9,9,5,13,13,13,6,9,6,13,13,13,9,13,15.65934065934066,29,695,0.2935251798561151,0.15827338129496402,0.09064748201438849,0.45755395683453237,2
278,97,85,19,0,0,0,0,116,1,2,0,0,1,0,0,0,0,2,0,0,0,323,0,1,324,0,Pandavarmangalam Kovilpatti,"Nadar  Hr.  Sec.  School  South  Building  5th Room  from  west,  Shunmugasigamani  Nagar Pandavarmangalam  Kovilpatti","1.PandavarMangalam  (R.V)  And(P)  Thiru  Nagar  Block  6  ,  2.Pandavar Mangalam  (R.V)  And  (P)  Rageev  Nagar  2nd  Street  Block  6  , 999.OVERSEAS  ELECTORS",All  Voters,323,Tamilaga Vettri Kazhagam,116,97,19,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,9,9,9,9,7,5,9,9,7,9,9,9,9,5,9,9,9,5.88235294117647,5,317,0.26813880126182965,0.305993690851735,0.05993690851735016,0.3659305993690852,2
279,84,109,28,0,0,0,1,166,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,388,0,Pandavarmangalam Kovilpatti,Nadar  Hr.  Sec.  School  South  Building  4th room  from  east  Shunmugasigamani  Nagar Pandavarmangalam  Kovilpatti,"1.Pandavar  Mangalam  (R.V)  And  (P)  Rageev  Nagar  3rd  Street  Block  6  , 999.OVERSEAS  ELECTORS",All  Voters,388,Tamilaga Vettri Kazhagam,166,109,57,Dravida Munnetra Kazhagam,2,3,4,1,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,14.69072164948454,0,387,0.28165374677002586,0.21705426356589147,0.07235142118863049,0.4289405684754522,2
280,103,79,37,0,0,0,1,174,0,1,1,0,0,0,0,0,1,0,0,1,0,398,0,0,398,0,Pandavarmangalam Kovilpatti,"Nadar  Hr.  Sec.  School  South  Building,  6th room  from  west,  Shunmugasigamani  Nagar Pandavarmangalam","1.Pandavar  Mangalam  (R.V)  And  (P)  Rageev  Nagar  4th  Street  Block  6  ,, 999.OVERSEAS  ELECTORS",All  Voters,398,Tamilaga Vettri Kazhagam,174,103,71,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,10,10,10,5,10,5,5,10,10,10,10,10,5,10,10,5,10,17.8391959798995,4,393,0.2010178117048346,0.26208651399491095,0.09414758269720101,0.44274809160305345,2
281,90,99,20,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,3,317,0,Pandavarmangalam Kovilpatti,"Nadar  Hr.  Sec.  School  South  Building,  3rd room  from  west,  Shunmugasigamani  Nagar Pandavarmangalam",1.Pandavar  Mangalam  (R.V)And  (P)  Ragiv  Nagar  5th  Street  Block  6 999.OVERSEAS  ELECTORS,All  Voters,314,Tamilaga Vettri Kazhagam,105,99,6,Dravida Munnetra Kazhagam,2,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1.910828025477707,0,314,0.31528662420382164,0.28662420382165604,0.06369426751592357,0.3343949044585987,2
282,116,85,25,1,0,0,0,133,0,0,0,0,0,0,1,0,0,0,0,0,0,361,0,2,363,0,Pandavarmangalam Kovilpatti,"Nadar  Hr.  Sec.  School  South  Building,  4th Room  from  west,  Shunmugasigamani  Nagar Pandavarmangalam","1.Pandavar  Mangalam  (R.V)  And  (P)  Rageev  Nagar  1st  Street  Block  6  , 2.PandavarMangalam  (R.V)  And  (P)  Rajiv  Nagar  Street  2  Block  6  , 999.OVERSEAS  ELECTORS",All  Voters,361,Tamilaga Vettri Kazhagam,133,116,17,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,5,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,4.709141274238227,1,359,0.23676880222841226,0.3231197771587744,0.06963788300835655,0.37047353760445684,2
283,125,119,21,0,0,0,3,180,0,2,0,0,0,0,0,1,0,0,0,0,0,451,0,3,454,0,Pandavarmangalam Kovilpatti,"Nadar  Hr.  Sec.  School  South  Building,  3rd room  from  East,  Shunmugasigamani  Nagar Pandavarmangalam","1.Pandavarmangalam  (R.V)  And  (P)  E.B.Colony  North  Block  6  , 999.OVERSEAS  ELECTORS",All  Voters,451,Tamilaga Vettri Kazhagam,180,125,55,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,8,8,8,5,8,6,8,8,8,8,8,7,8,8,8,8,8,12.19512195121951,3,445,0.26741573033707866,0.2808988764044944,0.04719101123595506,0.4044943820224719,2
284,84,135,25,2,1,1,0,148,0,6,0,0,0,0,0,0,0,0,0,0,0,402,0,1,403,0,"Shunmugasigamani Nagar,  Kovilpatti","Inter  christian  Mission  Middle  School,  South Building,  East  Last  Room,  Shunmuga
sigamani  nagar  Kovilpatti","1.Pandavar  Mangalam  (R.V)  And  (P)  Pallaku  Road  South  Block  5  , 2.Pandavarmangalam  (R.V)  And  (P)  Rajiv  Nagar  Street  3  Block  6  , 999.OVERSEAS  ELECTORS",All  Voters,402,Tamilaga Vettri Kazhagam,148,135,13,Dravida Munnetra Kazhagam,2,3,4,1,6,7,7,9,9,5,9,9,9,9,9,9,9,9,9,9,9,3.233830845771144,6,392,0.34438775510204084,0.21428571428571427,0.06377551020408163,0.37755102040816324,2
285,131,126,39,0,0,1,0,193,1,7,0,0,0,0,0,0,0,0,0,0,0,498,0,5,503,0,"Shunmugasigamani Nagar,  Kovilpatti","Inter  christian  Mission  Middle  School,  East Building,  South  Last  Room  Shunmuga sigamaninagar,  Pandavarmangalam.
kovilpatti",1.Pandavarmangalam  (R.V)  And  (P)  Rajiv  Nagar  Street  6  Block  6  Door  No. 1  to  1200  (  sl.no.  1  to  739)  999.OVERSEAS  ELECTORS,All  Voters,498,Tamilaga Vettri Kazhagam,193,131,62,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,8,8,6,8,6,5,8,8,8,8,8,8,8,8,8,8,8,12.44979919678715,7,489,0.25766871165644173,0.26789366053169733,0.07975460122699386,0.3946830265848671,2
286,130,104,35,1,0,0,0,325,1,4,0,0,0,0,0,0,1,1,0,0,0,602,0,3,605,0,"Shunmugasigamani Nagar,  Kovilpatti","Inter  christian  Mission  Middle  School,  South Building,  Middle  Portion,  Shunmuga sigamaninagar,  Pandavarmangalam.
kovilpatti",1.Pandavarmangalam  (R.V)  And  (P)  Rajiv  Nagar  Street  6  Door  No  1200 above  Block  6  Sl.No.740-1523  )999.OVERSEAS  ELECTORS,All  Voters,602,Tamilaga Vettri Kazhagam,325,130,195,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,6,10,10,10,6,5,10,10,10,10,10,10,6,6,10,10,10,32.39202657807309,6,594,0.1750841750841751,0.21885521885521886,0.058922558922558925,0.5471380471380471,2
287,158,153,36,1,0,0,2,252,0,3,0,0,0,0,0,0,1,1,0,1,0,608,0,2,610,0,Pandavarmangalam Kovilpatti,"Nadar  Hr.  Sec.  School,  South  Building,  6th Room  from  East,  Shunmugasigamani  Nagar Pandavarmangalam  Kovilpatti","1.Pandavar  Mangalam  (R.V)  And  (P)  Pallaku  Road  Street  Block  6  , 2.Pandavarmangalam  (R.V)  And  (P)  EB  colony  south  Block  6  , 999.OVERSEAS  ELECTORS",All  Voters,608,Tamilaga Vettri Kazhagam,252,158,94,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,7,11,11,6,11,5,11,11,11,11,11,11,7,7,11,7,11,15.46052631578947,6,599,0.25542570951585974,0.2637729549248748,0.06010016694490818,0.42070116861435725,2
288,105,104,23,0,0,0,0,190,0,0,0,0,0,1,0,1,0,0,0,0,0,424,0,0,424,0,Pandavarmangalam Kovilpatti,"Nadar  Hr.  Sec.  School  South  Building,  5th Room  from  east,  Shunmugasigamani  Nagar Pandavarmangalam  Kovilpatti","1.Pandavarmangalam  (R.V)  And  (P)  Kamaraj  Nagar  Block  6  , 999.OVERSEAS  ELECTORS",All  Voters,424,Tamilaga Vettri Kazhagam,190,105,85,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,7,7,7,7,7,7,7,7,7,5,7,5,7,7,7,7,7,20.04716981132076,2,422,0.24644549763033174,0.24881516587677724,0.054502369668246446,0.45023696682464454,2
289,92,71,19,0,0,1,0,142,0,1,0,0,0,0,0,0,0,0,0,0,0,326,0,1,327,0,"Shunmugasigamani Nagar,  Kovilpatti","Inter  christian  Mission  Middle  School,  West building  4th  room  from  north,  shunmuga
sigamani  nagar  Kovilpatti","1.Pandavarmangalam(R.V)  And  (P)  Shanmughacigamani  Second  Street Block  5  ,  2.Pandavarmangalam  (R.V)  And(P)  Balaji  Nagar  Block  6
,OVERSEAS  ELECTORS",All  Voters,326,Tamilaga Vettri Kazhagam,142,92,50,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,7,7,5,7,7,5,7,7,7,7,7,7,7,7,7,7,7,15.33742331288344,1,324,0.2191358024691358,0.2839506172839506,0.05864197530864197,0.4382716049382716,2
289A,141,125,31,1,0,2,2,200,0,5,0,0,0,0,0,1,0,0,0,0,0,508,0,2,510,0,"Shunmugasigaman i  Nagar,  Kovilpatti","Inter  christian  Mission  Middle  School, west  building,  3rd  Room  from  north, shunmuga  sigamani  nagar  Kovilpatti","1.Pandavarmangalam  (R.V)  And  (P)  Annai  Thersa  Nagar  Block  6  ,(Part 2)  (Door  No  1377  from  )  999.OVERSEAS  ELECTORS",All  Voters,508,Tamilaga Vettri Kazhagam,200,141,59,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,8,10,6,6,10,5,10,10,10,10,10,8,10,10,10,10,10,11.61417322834646,6,497,0.2515090543259557,0.2837022132796781,0.06237424547283702,0.4024144869215292,2
290,130,115,36,1,0,0,0,175,0,3,0,1,0,1,0,0,0,0,0,0,0,462,0,2,464,0,"Shunmugasigaman i  Nagar,  Kovilpatti","Nadar  Hr.  Sec.  School  South  Building,  2nd room  from  west,  Shunmugasigamani
Nagar  Pandavarmangalam","1.Pandavarmangalam  (R.V)  And  (P)  Annai  Thersa  Nagar  Block  6  ,  (Door No  1  to  1327C6)  999.OVERSEAS  ELECTORS",All  Voters,462,Tamilaga Vettri Kazhagam,175,130,45,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,6,9,9,9,9,5,9,6,9,6,9,9,9,9,9,9,9,9.740259740259742,5,456,0.25219298245614036,0.2850877192982456,0.07894736842105263,0.38377192982456143,2
290A,117,90,35,0,0,0,0,234,0,1,0,0,0,0,0,0,1,0,0,0,0,478,0,3,481,0,"Shunmugasigaman i  Nagar,  Kovilpatti","Nadar  Hr.  Sec.  School  South  Building,  1st room  from  west,  Shunmugasigamani
Nagar  Pandavarmangalam","1.Pandavarmangalam  (R.V)  And  (P)  Annai  Thersa  Nagar  Block  6  , (Door  No.1328  to  1376H6)  999.OVERSEAS  ELECTORS",All  Voters,478,Tamilaga Vettri Kazhagam,234,117,117,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,7,7,7,7,7,5,7,7,7,7,7,7,5,7,7,7,7,24.47698744769874,2,476,0.18907563025210083,0.24579831932773108,0.07352941176470588,0.49159663865546216,2
291,152,176,32,0,1,2,1,101,0,4,0,0,0,1,0,0,0,0,0,0,0,470,0,0,470,0,Pandavarmangalam Kovilpatti,"T.D.T.A.  Primary  School,  South  side,  East facing  Building  Pandavarmangalam","1.Pandavarmangalam  (R.V)  And  (P)  Melapandavarmangalam  block  1  , 999.OVERSEAS  ELECTORS",All  Voters,470,Dravida Munnetra Kazhagam,176,152,24,All India Anna Dravida Munnetra Kazhagam,1,2,4,3,10,7,6,7,10,5,10,10,10,7,10,10,10,10,10,10,10,5.106382978723404,5,461,0.38177874186550975,0.3297180043383948,0.06941431670281996,0.21908893709327548,0
291A,117,192,35,0,0,0,1,127,0,18,0,0,0,0,0,0,1,0,0,1,0,492,0,3,495,0,Pandavarmangala m  Kovilpatti,"T.D.T.A.  Primary  School,
North  Side,  East  facing  Building, Pandavarmangalam","2.PandavarMangalam(R.V)  And  (P)  KeelapandavarMangalam  Block  2  , 999.OVERSEAS  ELECTORS",All  Voters,492,Dravida Munnetra Kazhagam,192,127,65,Tamilaga Vettri Kazhagam,1,3,4,2,9,9,9,6,9,5,9,9,9,9,9,9,6,9,9,6,9,13.21138211382114,20,471,0.40764331210191085,0.2484076433121019,0.07430997876857749,0.26963906581740976,0
292,278,261,72,3,0,2,1,196,0,14,1,1,0,0,1,0,4,5,0,1,1,841,0,3,844,0,Pandavarmangalam Kovilpatti,"Child  Welfare  Center,  Pandavarmangalam","1.Pandavarmangalam  (R.V)  And  (P)  Keelapandavarmangalam  block  3  , 999.OVERSEAS  ELECTORS",All  Voters,841,All India Anna Dravida Munnetra Kazhagam,278,261,17,Dravida Munnetra Kazhagam,2,1,4,3,8,16,9,10,16,5,10,10,16,16,10,16,7,6,16,10,10,2.02140309155767,28,807,0.32342007434944237,0.3444857496902107,0.08921933085501858,0.24287484510532836,0
293,88,208,37,0,0,0,0,99,0,14,0,0,1,0,0,0,2,2,0,0,0,451,0,2,453,0,Pandavarmangalam Kovilpatti,Panchayat  Office  Pandavarmangalam,"1.Pandavarmangalam  (R.V)  And  (P)  Kilapandavarmangalam  Block  4  , 999.OVERSEAS  ELECTORS",All  Voters,451,Dravida Munnetra Kazhagam,208,99,109,Tamilaga Vettri Kazhagam,1,3,4,2,9,9,9,9,9,5,9,9,8,9,9,9,6,6,9,9,9,24.16851441241685,19,432,0.48148148148148145,0.2037037037037037,0.08564814814814815,0.22916666666666666,0
294,242,370,83,1,0,4,0,213,0,0,0,3,0,0,2,0,1,0,1,1,0,921,0,0,921,0,Vijayapuri,"Panchayat  Union  Primary  School,  East  Side Vijayapuri","1.Kodukkamparai  (R.V)  And(p)  Kodukkamparai  ,  2.Kodukkamparai  (R.V) And  (P)  Vijaiyapuri  ,  999.OVERSEAS  ELECTORS",All  Voters,921,Dravida Munnetra Kazhagam,370,242,128,All India Anna Dravida Munnetra Kazhagam,1,2,4,3,8,12,5,12,12,12,12,6,12,12,7,12,8,12,8,8,12,13.89793702497286,8,908,0.40748898678414097,0.2665198237885463,0.09140969162995595,0.23458149779735682,0
295,162,295,26,1,0,0,1,222,0,6,0,0,1,0,3,2,5,5,0,0,1,730,0,4,734,0,Senbagaperi,"Anganwadi  Centre,  Shenbagaperi","1.Kelavipatti  (R.V)  And  (P)  K.  duraisamypuram  ,  2.Kelavipatti  (R.V) And  (P)  Senbhaperi  ,  999.OVERSEAS  ELECTORS",All  Voters,730,Dravida Munnetra Kazhagam,295,222,73,Tamilaga Vettri Kazhagam,1,3,4,2,10,14,14,10,14,5,14,14,10,14,8,9,6,6,14,14,10,10.0,23,705,0.41843971631205673,0.2297872340425532,0.03687943262411347,0.3148936170212766,1
296,244,334,74,2,1,3,1,291,2,11,0,1,1,1,0,4,2,1,0,0,1,974,0,0,974,0,Kilavipatti,"Panchayat  Union  Primary  School,  west  side, Kilavipatti","1.Kelavipatti  (R.V)  And  (P)  Kovilpatti  ,  2.Kelavipatti  (R.V)  And(P)  S.  C,. colony  ,  3.Kelavipatti  (R.V)  And  (P)  Melacolony  ,  4.Kelavipatti  (R.V)  And  (P) Kachilapuram  ,  999.OVERSEAS  ELECTORS",All  Voters,974,Dravida Munnetra Kazhagam,334,291,43,Tamilaga Vettri Kazhagam,1,3,4,2,8,11,7,11,8,5,18,11,11,11,18,6,8,11,18,18,11,4.414784394250513,22,943,0.35418875927889715,0.25874867444326616,0.0784729586426299,0.30858960763520676,0
297,346,311,90,1,0,1,1,151,0,12,0,1,0,2,2,2,4,2,1,0,0,927,0,5,932,0,Mudukkalankulam,T.D.T.A.Primary  School.  Mudukkalankulam,"1.Mudukanlakulam  (R.V)  And  (P)  West  Street  Block  1  , 2.Mudukanlakulam  (R.V)  And  (P)  East  Street  Block  2  , 3.Mudukanlakulam  (R.V)  And  (P)  North  Street  Block  3  , 4.Mudukkalankulam  (R.V)  And  (P)  South  Street  Block3  ,  999.OVERSEAS ELECTORS",All  Voters,927,All India Anna Dravida Munnetra Kazhagam,346,311,35,Dravida Munnetra Kazhagam,2,1,4,3,11,16,11,11,16,5,16,11,16,7,7,7,6,7,11,16,16,3.775620280474649,26,898,0.3463251670378619,0.38530066815144765,0.10022271714922049,0.16815144766146994,0
298,143,131,41,0,0,0,1,130,0,4,0,0,0,0,4,0,0,1,1,0,1,457,0,0,457,0,Sivanthipatti,"T.D.T.A  Primary  School,  Sivanthipatti","1.Sivanthipatti  (R.V)  And(P)  Sivanthipatti  Block  1  ,  2.Sivanthipatti  (R.V) And(P)  Sivanthipatti  Block  2  ,  3.Sivanthipatti  (R.V)  And(P)  Kumarapuram Block  5  ,  999.OVERSEAS  ELECTORS",All  Voters,457,All India Anna Dravida Munnetra Kazhagam,143,131,12,Dravida Munnetra Kazhagam,2,1,4,3,11,11,11,7,11,5,11,11,11,11,5,11,11,7,7,11,7,2.62582056892779,11,445,0.2943820224719101,0.32134831460674157,0.09213483146067415,0.29213483146067415,0
299,233,401,82,1,0,1,0,255,0,1,0,0,0,0,1,1,0,3,1,0,1,981,0,1,982,0,A.Karisalkulam,"Community  Hall,  A.Karisalkulam","1.Sivanthipatti  (R.V)  And(P)  Karisalkulam  Block  3  ,  2.Sivanthipatti  (R.V) And(P)  Karisalkulam  Block  4  ,  999.OVERSEAS  ELECTORS",All  Voters,981,Dravida Munnetra Kazhagam,401,255,146,Tamilaga Vettri Kazhagam,1,3,4,2,6,13,6,13,13,6,13,13,13,13,6,6,13,5,6,13,6,14.88277268093782,8,971,0.4129763130792997,0.2399588053553038,0.08444902162718847,0.262615859938208,0
300,362,250,37,0,0,0,0,267,2,1,1,0,0,0,3,1,4,1,0,0,0,929,0,0,929,0,Duraiyur,"T.D.T.A  Primary  School,  Duraiyur","1.Duraiyur  (R.V)  And  (P)  Duraiyur  block  1  ,  2.Duraivoor  (R.V)  And  (P) Duraivoor  Block  2  ,  999.OVERSEAS  ELECTORS",All  Voters,929,All India Anna Dravida Munnetra Kazhagam,362,267,95,Tamilaga Vettri Kazhagam,3,1,4,2,12,12,12,12,7,8,8,12,12,12,6,8,5,8,12,12,12,10.22604951560818,11,916,0.27292576419213976,0.3951965065502183,0.04039301310043668,0.2914847161572052,3
301,211,215,28,1,0,0,0,166,0,10,0,0,0,0,4,1,7,7,0,0,0,650,0,1,651,0,Theethampatti,"Tamil  Baptist  Primary  School,  Theethampatti","1.Duriyur  (R.V)  ,Theethampatti  (p)  Theethampatti  block  1  ,  2.Duriyur (R.V)  ,Theethampatti  (p)  Theethampatti  Block  2  ,  999.OVERSEAS ELECTORS",All  Voters,650,Dravida Munnetra Kazhagam,215,211,4,All India Anna Dravida Munnetra Kazhagam,1,2,4,3,9,11,11,11,11,5,11,11,11,11,8,9,6,6,11,11,11,0.6153846153846154,29,620,0.3467741935483871,0.3403225806451613,0.04516129032258064,0.267741935483871,3
302,79,283,61,2,0,2,0,253,0,0,1,0,0,0,1,0,3,2,0,0,1,688,0,2,690,0,Kamanayakkanpatti,"St.Aloycious  High  School,  Main  Building North  Side  First  Room,  Kamanayakkanpatti","1.Kamanayakkanpatti  (R.V)  And  (P)  South  street  block  1  ,
2.Kamanayakkanpatti  (R.V)  And  (P)  Veeramamunivar  Nagar  Block  1  , 3.Kamanayakkanpatti  (R.V)  And  (P)  Kulanthai  jesu  Nagar  Block  1  , 999.OVERSEAS  ELECTORS",All  Voters,688,Dravida Munnetra Kazhagam,283,253,30,Tamilaga Vettri Kazhagam,1,3,4,2,6,12,6,12,12,12,9,12,12,12,9,12,5,6,12,12,9,4.36046511627907,8,676,0.41863905325443784,0.11686390532544379,0.09023668639053255,0.3742603550295858,0
303,60,320,56,0,0,1,2,243,0,0,0,0,0,0,0,0,2,5,0,0,1,690,0,0,690,0,Kamanayakkanpatti,"St.Aloycious  High  School,  east  block  north portion,  Kamanayakkanpatti","1.Kamanayakkanpatti  (R.V)  And  (P)  Kamaraj  Nagar  (west)  Block  2  , 2.Kamanayakkanpatti  (R.V)  And  (P)  North  street  Block  2  ,
3.Kamanayakkanpatti  (p)  Kamaraj  Nagar  (West)  Block  2  , 4.Kamanayakkanpatti  (R.V)  And  (P)  East  colony  Block  2  , 5.Kamanayakkanpatti  (R.V)  And  (P)  Matha  Nagar  Block  2  ,
999.OVERSEAS  ELECTORS",All  Voters,690,Dravida Munnetra Kazhagam,320,243,77,Tamilaga Vettri Kazhagam,1,3,4,2,10,10,8,6,10,10,10,10,10,10,10,10,6,5,10,10,8,11.15942028985507,8,679,0.47128129602356406,0.08836524300441827,0.08247422680412371,0.35787923416789397,1
304,32,102,11,0,0,0,0,93,0,1,0,0,0,0,0,2,0,1,0,0,0,242,0,1,243,0,Kamanayakkanpatti,"St.Aloycious  High  School,  South  Block  West Portion  ,  Kamanayakkanpatti","1.Kamanayakkanpatti  (R.V)  And  (P)  North  Street  Block  2  , 999.OVERSEAS  ELECTORS",All  Voters,242,Dravida Munnetra Kazhagam,102,93,9,Tamilaga Vettri Kazhagam,1,3,4,2,8,8,8,8,8,6,8,8,8,8,8,5,8,6,8,8,8,3.71900826446281,4,238,0.42857142857142855,0.13445378151260504,0.046218487394957986,0.3907563025210084,1
305,68,131,104,1,1,2,0,195,3,0,0,0,0,1,4,2,4,4,1,1,5,527,0,2,529,0,Ettunaickenpatti,"Panchayat  Union  Primary  School,  West Facing  Building,  Ettunaickenpatti","1.Kamanayakkanpatti  (R.V)  And  (P)  East  street  ward  3  , 2.Kamanayakkanpatti  (R.V)  And  (P)  West  street  ward  3  ,
3.Kamanayakkanpatti  (R.V)  And  (P)  Middle  Street  Ward  3  ,
999.OVERSEAS  ELECTORS",All  Voters,527,Tamilaga Vettri Kazhagam,195,131,64,Dravida Munnetra Kazhagam,2,4,3,1,12,12,10,17,9,17,17,17,17,12,6,10,6,6,12,12,5,12.14421252371917,22,498,0.26305220883534136,0.13654618473895583,0.20883534136546184,0.39156626506024095,0
306,132,221,40,0,0,1,0,246,0,10,0,0,1,0,0,1,2,9,0,1,1,665,0,1,666,0,Guruvinatham,"Panchayat  Union  Primary  School,  West Portion,  Guruvinatham",1.  Kuruvinatham  (R.V)  And  (P)  Kuruvinatham  Block  1 999.OVERSEAS  ELECTORS,All  Voters,665,Tamilaga Vettri Kazhagam,246,221,25,Dravida Munnetra Kazhagam,2,3,4,1,13,13,8,13,13,5,13,13,8,13,13,8,7,6,13,8,8,3.759398496240602,25,639,0.3458528951486698,0.20657276995305165,0.06259780907668232,0.38497652582159625,2
307,193,186,41,0,0,0,2,77,0,43,0,1,0,0,0,1,0,0,0,0,0,544,0,3,547,0,Guruvinatham,"Panchayat  Union  Primary  School,  East Portion,  Ilanthaipatti",1.  Kuruvinatham  (R.V)  And  (P)  Ilanthaipatti  Block 999.OVERSEAS  ELECTORS,All  Voters,544,All India Anna Dravida Munnetra Kazhagam,193,186,7,Dravida Munnetra Kazhagam,2,1,5,3,9,9,9,6,9,4,9,7,9,9,9,7,9,9,9,9,9,1.286764705882353,45,497,0.37424547283702214,0.38832997987927564,0.08249496981891348,0.15492957746478872,0
308,239,178,37,0,0,0,1,116,0,6,0,0,0,0,2,1,2,2,0,1,0,585,0,0,585,0,Koppampatti,"Panchayat  Union  Middle  School,  West Building  Koppampatti","1.Koppampatti  (R.V),  Mudukalankulam  (P)  Koppampatti  East  street  Block 1  ,  2.Koppampatti  (R.V),  Mudukalankulam  (P)  Koppampatti  west  street Block  2  ,  3.Koppampatti  (R.V),  Mudukalankulam  (P)  Koppampatti  South Street  Block  2  ,  4.Koppampatti  (R.V),  Mudukanlakulam  (P)  Koppampatti East  street  block  2  ,  999.OVERSEAS  ELECTORS",All  Voters,585,All India Anna Dravida Munnetra Kazhagam,239,178,61,Dravida Munnetra Kazhagam,2,1,4,3,12,12,12,9,12,5,12,12,12,12,6,9,6,6,12,9,12,10.42735042735043,14,570,0.312280701754386,0.4192982456140351,0.06491228070175438,0.20350877192982456,3
309,169,162,32,0,0,1,0,119,1,8,0,1,1,1,0,3,2,0,0,0,0,500,0,0,500,0,Puthupatti,"Panchayat  Union  Primary  School,  West Building,  Puthupatti","1.Koppampatti  (R.V),  Mudukalankulam  (P)  Parasuramapuram  west  street block  3  ,  2.Koppampatti  (R.V),  Mudukalankulam  (P)  Parasuramapuram
East  Street  Block  3  ,  3.Koppampatti  (R.V),  Mudukalankulam  (P) Veppangkulam  Block  4  ,  4.Koppampatti  (R.V),  Mudukalankulam  (P)
Pudhupatti  West  Street  Block  5  ,  5.Koppampatti  (R.V),  Mudukalankulam
(P)  Pudhupatti  East  street  block  5  ,  999.OVERSEAS  ELECTORS",All  Voters,500,All India Anna Dravida Munnetra Kazhagam,169,162,7,Dravida Munnetra Kazhagam,2,1,4,3,13,13,8,13,8,5,13,8,8,8,13,6,7,13,13,13,13,1.4,16,482,0.3360995850622407,0.3506224066390041,0.06639004149377593,0.24688796680497926,0
310,160,166,49,1,0,0,4,189,0,2,0,0,0,0,1,2,4,1,1,0,0,580,0,1,581,0,Achankulam,"R.C.  Primary  School,  North  Side  Achankulam","1.Achankulam  (R.V)  And  (P)  Achankulam  Block  1  ,  2.Achankulam  (R.V) And  (P)  Achankulam  Block  2  ,  3.Achankulam  (R.V)  And  (P)  Kottaiur  Block 3  ,  999.OVERSEAS  ELECTORS",All  Voters,580,Tamilaga Vettri Kazhagam,189,166,23,Dravida Munnetra Kazhagam,2,3,4,1,9,13,13,5,13,7,13,13,13,13,9,7,5,9,9,13,13,3.96551724137931,11,564,0.29432624113475175,0.28368794326241137,0.08687943262411348,0.3351063829787234,0
